범죄별,범행연령별,항목,단위,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
밀항단속법,41~50세,범죄자 연령,명,80,97,89,71,39,58,33,29,,,,,,
밀항단속법,51~60세,범죄자 연령,명,38,27,27,38,19,45,33,17,,,,,,
밀항단속법,61~70세,범죄자 연령,명,17,12,12,15,8,13,13,3,,,,,,
밀항단속법,71세이상,범죄자 연령,명,2,-,3,1,3,3,2,2,,,,,,
밀항단속법,미상,범죄자 연령,명,14,22,9,17,2,1,2,-,,,,,,
방문판매등에관한법률,계,범죄자 연령,명,769,547,962,2410,1042,663,617,663,,,,,,
방문판매등에관한법률,소년,범죄자 연령,명,-,-,1,3,-,-,-,-,,,,,,
방문판매등에관한법률,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
방문판매등에관한법률,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
방문판매등에관한법률,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
방문판매등에관한법률,16세,범죄자 연령,명,-,-,1,-,-,-,-,-,,,,,,
방문판매등에관한법률,17세,범죄자 연령,명,-,-,-,1,-,-,-,-,,,,,,
방문판매등에관한법률,18세,범죄자 연령,명,-,-,-,2,-,-,-,-,,,,,,
방문판매등에관한법률,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
방문판매등에관한법률,성인,범죄자 연령,명,632,470,865,2206,983,607,550,611,,,,,,
방문판매등에관한법률,19세,범죄자 연령,명,,,,1,-,-,-,-,,,,,,
방문판매등에관한법률,20세,범죄자 연령,명,-,-,1,2,-,3,1,1,,,,,,
방문판매등에관한법률,21세,범죄자 연령,명,2,1,1,15,1,5,6,8,,,,,,
방문판매등에관한법률,22세,범죄자 연령,명,4,1,7,18,16,3,5,23,,,,,,
방문판매등에관한법률,23세,범죄자 연령,명,5,4,6,36,35,16,5,26,,,,,,
방문판매등에관한법률,24세,범죄자 연령,명,2,2,5,22,19,10,4,16,,,,,,
방문판매등에관한법률,25세,범죄자 연령,명,7,3,10,34,21,8,7,13,,,,,,
방문판매등에관한법률,26~30세,범죄자 연령,명,36,14,33,146,61,76,47,15,,,,,,
방문판매등에관한법률,31~35세,범죄자 연령,명,62,41,51,156,74,61,32,47,,,,,,
방문판매등에관한법률,36~40세,범죄자 연령,명,99,75,92,223,98,73,64,59,,,,,,
방문판매등에관한법률,41~50세,범죄자 연령,명,283,206,300,754,283,168,158,189,,,,,,
방문판매등에관한법률,51~60세,범죄자 연령,명,106,105,272,554,275,155,158,176,,,,,,
방문판매등에관한법률,61~70세,범죄자 연령,명,24,18,75,224,82,22,55,34,,,,,,
방문판매등에관한법률,71세이상,범죄자 연령,명,2,-,12,21,18,7,8,4,,,,,,
방문판매등에관한법률,미상,범죄자 연령,명,137,77,96,201,59,56,67,52,,,,,,
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,계,범죄자 연령,명,598,634,529,423,384,515,603,487,350,564,508,348,233,189
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,소년,범죄자 연령,명,4,2,4,-,-,1,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,17세,범죄자 연령,명,1,-,1,-,-,1,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,18세,범죄자 연령,명,2,-,1,-,-,-,-,-,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,19세,범죄자 연령,명,1,2,2,,,,,,,,,,,
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,성인,범죄자 연령,명,360,442,496,417,377,437,393,338,350,501,447,233,157,186
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,19세,범죄자 연령,명,,,,-,-,1,-,-,-,-,-,1,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,20세,범죄자 연령,명,2,1,3,-,3,1,-,-,-,-,-,1,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,21세,범죄자 연령,명,2,2,1,-,1,-,-,-,-,-,1,1,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,22세,범죄자 연령,명,-,3,3,-,1,1,-,1,-,-,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,23세,범죄자 연령,명,1,2,1,-,-,-,-,2,1,1,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,24세,범죄자 연령,명,5,2,2,2,2,7,-,1,1,1,1,1,-,2
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,25세,범죄자 연령,명,3,3,3,1,2,4,1,-,2,3,2,1,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,26~30세,범죄자 연령,명,37,37,38,31,21,23,22,22,22,29,29,20,12,6
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,31~35세,범죄자 연령,명,83,100,106,75,61,57,65,53,60,48,56,32,19,18
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,36~40세,범죄자 연령,명,102,122,140,122,100,128,98,83,73,93,92,32,29,40
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,41~45세,범죄자 연령,명,,,,,,,,,90,142,111,52,35,44
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,46~50세,범죄자 연령,명,,,,,,,,,61,123,94,56,34,30
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,41~50세,범죄자 연령,명,112,143,167,148,155,176,180,157,,,,,,
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,51~55세,범죄자 연령,명,,,,,,,,,22,34,44,27,26,35
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,56~60세,범죄자 연령,명,,,,,,,,,13,21,17,7,2,10
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,51~60세,범죄자 연령,명,13,26,32,38,30,37,26,18,,,,,,
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,61~70세,범죄자 연령,명,-,1,-,-,1,2,1,1,4,5,-,2,-,1
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,71세이상,범죄자 연령,명,-,-,-,-,-,-,-,-,1,1,-,,-,-
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,미상,범죄자 연령,명,234,190,29,6,7,77,210,149,-,63,61,115,76,3
범죄수익은닉의규제및처벌등에관한법률,계,범죄자 연령,명,31,46,48,41,35,109,179,167,243,292,358,288,409,318
범죄수익은닉의규제및처벌등에관한법률,소년,범죄자 연령,명,-,-,-,-,-,-,2,1,-,-,6,,1,-
범죄수익은닉의규제및처벌등에관한법률,14세미만,범죄자 연령,명,-,-,-,-,-,-,1,-,-,-,-,,,
범죄수익은닉의규제및처벌등에관한법률,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
범죄수익은닉의규제및처벌등에관한법률,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,1,-
범죄수익은닉의규제및처벌등에관한법률,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
범죄수익은닉의규제및처벌등에관한법률,17세,범죄자 연령,명,-,-,-,-,-,-,1,1,-,-,4,,-,-
범죄수익은닉의규제및처벌등에관한법률,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,2,,-,-
범죄수익은닉의규제및처벌등에관한법률,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
범죄수익은닉의규제및처벌등에관한법률,성인,범죄자 연령,명,9,13,15,26,32,79,146,124,240,232,272,227,262,315
범죄수익은닉의규제및처벌등에관한법률,19세,범죄자 연령,명,,,,-,-,-,-,-,-,-,-,,1,5
범죄수익은닉의규제및처벌등에관한법률,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,1,1,,2,2
범죄수익은닉의규제및처벌등에관한법률,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,1,-,1,3,-,8
범죄수익은닉의규제및처벌등에관한법률,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,1,3,1,7
범죄수익은닉의규제및처벌등에관한법률,23세,범죄자 연령,명,-,-,-,-,2,-,-,3,2,2,3,4,1,4
범죄수익은닉의규제및처벌등에관한법률,24세,범죄자 연령,명,-,-,-,3,-,1,-,-,1,1,-,5,2,11
범죄수익은닉의규제및처벌등에관한법률,25세,범죄자 연령,명,-,-,-,-,-,3,-,1,2,4,1,,2,5
범죄수익은닉의규제및처벌등에관한법률,26~30세,범죄자 연령,명,-,-,1,10,7,1,4,5,15,20,25,10,28,60
범죄수익은닉의규제및처벌등에관한법률,31~35세,범죄자 연령,명,1,4,1,3,3,17,17,10,33,32,35,17,28,49
범죄수익은닉의규제및처벌등에관한법률,36~40세,범죄자 연령,명,1,1,-,4,3,11,28,21,44,31,31,27,29,49
범죄수익은닉의규제및처벌등에관한법률,41~45세,범죄자 연령,명,,,,,,,,,36,43,38,24,38,28
범죄수익은닉의규제및처벌등에관한법률,46~50세,범죄자 연령,명,,,,,,,,,34,45,24,25,54,26
범죄수익은닉의규제및처벌등에관한법률,41~50세,범죄자 연령,명,5,4,10,3,7,24,60,50,,,,,,
범죄수익은닉의규제및처벌등에관한법률,51~55세,범죄자 연령,명,,,,,,,,,32,30,39,43,33,26
범죄수익은닉의규제및처벌등에관한법률,56~60세,범죄자 연령,명,,,,,,,,,22,11,41,36,22,23
범죄수익은닉의규제및처벌등에관한법률,51~60세,범죄자 연령,명,1,2,3,1,3,20,29,26,,,,,,
범죄수익은닉의규제및처벌등에관한법률,61~70세,범죄자 연령,명,-,2,-,2,6,2,6,7,15,9,29,26,14,11
범죄수익은닉의규제및처벌등에관한법률,71세이상,범죄자 연령,명,1,-,-,-,1,-,2,1,3,3,3,4,7,1
범죄수익은닉의규제및처벌등에관한법률,미상,범죄자 연령,명,22,33,33,15,3,30,31,42,3,60,80,61,146,3
변호사법,계,범죄자 연령,명,864,740,875,976,613,691,923,852,921,1243,1206,1048,908,708
변호사법,소년,범죄자 연령,명,-,-,-,1,-,-,-,-,-,-,-,,-,-
변호사법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
변호사법,14세,범죄자 연령,명,-,-,-,1,-,-,-,-,-,-,-,,-,-
변호사법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
변호사법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
변호사법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
변호사법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
변호사법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
변호사법,성인,범죄자 연령,명,470,418,583,634,573,603,811,752,896,942,963,807,754,682
변호사법,19세,범죄자 연령,명,,,,1,1,-,-,-,-,-,-,,-,-
변호사법,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,2,-
변호사법,21세,범죄자 연령,명,-,-,-,-,-,-,1,-,-,1,-,,-,-
변호사법,22세,범죄자 연령,명,-,-,1,1,1,-,1,1,-,3,1,,1,-
변호사법,23세,범죄자 연령,명,-,-,-,1,-,-,-,2,1,1,1,,-,2
변호사법,24세,범죄자 연령,명,-,1,1,-,-,-,-,4,-,1,-,1,-,1
변호사법,25세,범죄자 연령,명,-,-,1,2,-,-,-,2,1,-,2,,-,1
변호사법,26~30세,범죄자 연령,명,7,5,8,9,4,14,14,10,15,12,28,8,9,7
변호사법,31~35세,범죄자 연령,명,27,18,23,39,18,25,41,31,40,56,79,38,28,23
변호사법,36~40세,범죄자 연령,명,45,47,65,77,55,44,71,73,85,75,118,77,65,38
변호사법,41~45세,범죄자 연령,명,,,,,,,,,132,153,147,124,85,72
변호사법,46~50세,범죄자 연령,명,,,,,,,,,177,177,154,153,140,115
변호사법,41~50세,범죄자 연령,명,190,157,212,231,227,216,256,250,,,,,,
변호사법,51~55세,범죄자 연령,명,,,,,,,,,182,150,172,152,129,129
변호사법,56~60세,범죄자 연령,명,,,,,,,,,131,139,132,137,141,145
변호사법,51~60세,범죄자 연령,명,141,142,189,193,185,224,294,272,,,,,,
변호사법,61~70세,범죄자 연령,명,53,31,74,70,67,66,107,86,110,128,102,87,125,112
변호사법,71세이상,범죄자 연령,명,7,17,9,10,15,14,26,21,22,46,27,30,29,37
변호사법,미상,범죄자 연령,명,394,322,292,341,40,88,112,100,25,301,243,241,154,26
병역법,계,범죄자 연령,명,12596,11641,10185,9242,10863,9765,10049,12917,6643,6222,6127,7061,6670,6091
병역법,소년,범죄자 연령,명,399,239,213,2,3,-,-,1,-,1,3,,-,-
병역법,14세미만,범죄자 연령,명,-,-,1,-,-,-,-,-,-,-,-,,,
병역법,14세,범죄자 연령,명,-,-,1,-,-,-,-,-,-,-,-,,-,-
병역법,15세,범죄자 연령,명,-,-,-,-,2,-,-,-,-,-,-,,-,-
병역법,16세,범죄자 연령,명,-,-,1,-,1,-,-,-,-,-,-,,-,-
병역법,17세,범죄자 연령,명,1,-,1,-,-,-,-,-,-,-,-,,-,-
병역법,18세,범죄자 연령,명,7,1,2,2,-,-,-,1,-,1,3,,-,-
병역법,19세,범죄자 연령,명,391,238,207,,,,,,,,,,,
병역법,성인,범죄자 연령,명,11832,11168,9779,9122,10843,9748,10035,12910,6642,6219,6118,7048,6643,6090
병역법,19세,범죄자 연령,명,,,,221,169,17,181,391,188,185,151,135,91,94
병역법,20세,범죄자 연령,명,888,560,319,494,453,550,562,526,448,408,378,378,235,108
병역법,21세,범죄자 연령,명,622,461,300,403,384,400,531,675,427,393,334,319,227,185
병역법,22세,범죄자 연령,명,801,580,591,611,651,579,799,1078,623,547,546,460,414,367
병역법,23세,범죄자 연령,명,1349,1052,957,859,973,926,1057,1644,774,840,791,889,808,680
병역법,24세,범죄자 연령,명,1691,1677,1399,1191,1372,1099,1364,1878,922,933,937,1262,1150,1065
병역법,25세,범죄자 연령,명,1924,1913,1677,1383,1639,1361,1611,2055,980,820,959,1321,1292,1157
병역법,26~30세,범죄자 연령,명,3973,4305,3932,3383,4328,3908,3227,3678,1718,1512,1494,1746,1805,1864
병역법,31~35세,범죄자 연령,명,305,326,317,294,531,627,459,618,350,392,321,296,300,270
병역법,36~40세,범죄자 연령,명,40,33,66,38,74,75,62,74,59,82,65,65,112,107
병역법,41~45세,범죄자 연령,명,,,,,,,,,13,7,11,11,12,17
병역법,46~50세,범죄자 연령,명,,,,,,,,,46,25,34,54,47,40
병역법,41~50세,범죄자 연령,명,81,115,81,100,104,76,72,109,,,,,,
병역법,51~55세,범죄자 연령,명,,,,,,,,,60,40,65,64,88,70
병역법,56~60세,범죄자 연령,명,,,,,,,,,25,32,22,39,52,42
병역법,51~60세,범죄자 연령,명,143,125,123,127,150,111,102,168,,,,,,
병역법,61~70세,범죄자 연령,명,15,20,16,16,14,16,8,15,9,2,10,9,9,24
병역법,71세이상,범죄자 연령,명,-,1,1,2,1,3,-,1,-,1,-,,1,-
병역법,미상,범죄자 연령,명,365,234,193,118,17,17,14,6,1,2,6,13,27,1
보건범죄단속에관한특별조치법,계,범죄자 연령,명,26,12,574,887,487,567,569,593,,,,,,
보건범죄단속에관한특별조치법,소년,범죄자 연령,명,-,-,-,-,-,-,3,1,,,,,,
보건범죄단속에관한특별조치법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
보건범죄단속에관한특별조치법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
보건범죄단속에관한특별조치법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
보건범죄단속에관한특별조치법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
보건범죄단속에관한특별조치법,17세,범죄자 연령,명,-,-,-,-,-,-,1,1,,,,,,
보건범죄단속에관한특별조치법,18세,범죄자 연령,명,-,-,-,-,-,-,2,-,,,,,,
보건범죄단속에관한특별조치법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
보건범죄단속에관한특별조치법,성인,범죄자 연령,명,26,9,544,857,481,551,542,564,,,,,,
보건범죄단속에관한특별조치법,19세,범죄자 연령,명,,,,-,3,4,2,1,,,,,,
보건범죄단속에관한특별조치법,20세,범죄자 연령,명,-,-,-,-,-,5,5,2,,,,,,
보건범죄단속에관한특별조치법,21세,범죄자 연령,명,-,-,1,1,1,2,7,1,,,,,,
보건범죄단속에관한특별조치법,22세,범죄자 연령,명,-,-,-,-,2,1,3,5,,,,,,
보건범죄단속에관한특별조치법,23세,범죄자 연령,명,-,-,-,1,1,1,8,-,,,,,,
보건범죄단속에관한특별조치법,24세,범죄자 연령,명,-,-,3,-,1,1,9,6,,,,,,
보건범죄단속에관한특별조치법,25세,범죄자 연령,명,-,-,3,2,3,4,11,7,,,,,,
보건범죄단속에관한특별조치법,26~30세,범죄자 연령,명,-,-,23,42,31,30,33,45,,,,,,
보건범죄단속에관한특별조치법,31~35세,범죄자 연령,명,1,2,47,101,49,52,44,83,,,,,,
보건범죄단속에관한특별조치법,36~40세,범죄자 연령,명,2,1,65,178,50,64,56,56,,,,,,
보건범죄단속에관한특별조치법,41~50세,범죄자 연령,명,13,5,198,289,134,140,155,150,,,,,,
보건범죄단속에관한특별조치법,51~60세,범죄자 연령,명,7,1,125,147,125,146,151,148,,,,,,
보건범죄단속에관한특별조치법,61~70세,범죄자 연령,명,3,-,58,74,63,79,46,45,,,,,,
보건범죄단속에관한특별조치법,71세이상,범죄자 연령,명,-,-,21,22,18,22,12,15,,,,,,
보건범죄단속에관한특별조치법,미상,범죄자 연령,명,-,3,30,30,6,16,24,28,,,,,,
보조금관리에관한법률,계,범죄자 연령,명,,,,,,,,,1550,2243,1516,1692,737,3461
보조금관리에관한법률,소년,범죄자 연령,명,,,,,,,,,-,-,-,1,-,-
보조금관리에관한법률,14세미만,범죄자 연령,명,,,,,,,,,-,-,-,,,
보조금관리에관한법률,14세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
보조금관리에관한법률,15세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
보조금관리에관한법률,16세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
보조금관리에관한법률,17세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
보조금관리에관한법률,18세,범죄자 연령,명,,,,,,,,,-,-,-,1,-,-
보조금관리에관한법률,성인,범죄자 연령,명,,,,,,,,,1536,2159,1442,1653,707,3458
보조금관리에관한법률,19세,범죄자 연령,명,,,,,,,,,-,-,-,6,-,-
보조금관리에관한법률,20세,범죄자 연령,명,,,,,,,,,-,-,-,3,-,2
보조금관리에관한법률,21세,범죄자 연령,명,,,,,,,,,-,-,-,2,1,-
보조금관리에관한법률,22세,범죄자 연령,명,,,,,,,,,-,1,1,2,1,2
보조금관리에관한법률,23세,범죄자 연령,명,,,,,,,,,-,-,-,3,2,-
보조금관리에관한법률,24세,범죄자 연령,명,,,,,,,,,1,2,-,3,2,7
보조금관리에관한법률,25세,범죄자 연령,명,,,,,,,,,1,8,1,15,1,14
보조금관리에관한법률,26~30세,범죄자 연령,명,,,,,,,,,18,35,22,44,22,103
보조금관리에관한법률,31~35세,범죄자 연령,명,,,,,,,,,78,115,51,99,28,149
보조금관리에관한법률,36~40세,범죄자 연령,명,,,,,,,,,181,229,119,146,52,318
보조금관리에관한법률,41~45세,범죄자 연령,명,,,,,,,,,312,366,201,229,96,413
보조금관리에관한법률,46~50세,범죄자 연령,명,,,,,,,,,315,473,239,259,123,530
보조금관리에관한법률,51~55세,범죄자 연령,명,,,,,,,,,284,369,256,256,106,595
보조금관리에관한법률,56~60세,범죄자 연령,명,,,,,,,,,185,258,236,268,132,623
보조금관리에관한법률,61~70세,범죄자 연령,명,,,,,,,,,133,201,205,241,116,553
보조금관리에관한법률,71세이상,범죄자 연령,명,,,,,,,,,28,102,111,77,25,149
보조금관리에관한법률,미상,범죄자 연령,명,,,,,,,,,14,84,74,38,30,3
부동산등기특별조치법,계,범죄자 연령,명,1604,198,238,188,181,146,199,171,,,,,,
부동산등기특별조치법,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
부동산등기특별조치법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
부동산등기특별조치법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
부동산등기특별조치법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
부동산등기특별조치법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
