범죄별,범행연령별,항목,단위,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
과실범죄,22세,범죄자 연령,명,29,26,25,42,29,23,41,40,46,52,71,68,86,75
과실범죄,23세,범죄자 연령,명,33,40,41,34,29,32,52,60,62,75,60,75,78,82
과실범죄,24세,범죄자 연령,명,52,39,50,37,47,34,42,52,61,69,80,75,99,109
과실범죄,25세,범죄자 연령,명,51,50,57,50,56,48,55,60,59,74,67,90,108,121
과실범죄,26~30세,범죄자 연령,명,351,318,389,459,381,380,429,444,434,424,393,441,513,548
과실범죄,31~35세,범죄자 연령,명,567,489,571,548,485,486,638,602,630,637,610,639,597,570
과실범죄,36~40세,범죄자 연령,명,921,862,940,988,927,705,914,880,816,894,804,848,883,1038
과실범죄,41~45세,범죄자 연령,명,,,,,,,,,1276,1208,1206,1237,1134,1143
과실범죄,46~50세,범죄자 연령,명,,,,,,,,,1314,1403,1477,1593,1555,1588
과실범죄,41~50세,범죄자 연령,명,1981,1860,2199,2180,2266,2076,2576,2520,,,,,,
과실범죄,51~55세,범죄자 연령,명,,,,,,,,,1394,1481,1595,1586,1697,1654
과실범죄,56~60세,범죄자 연령,명,,,,,,,,,947,1030,1173,1343,1436,1570
과실범죄,51~60세,범죄자 연령,명,939,852,1094,1364,1397,1630,1992,2071,,,,,,
과실범죄,61~70세,범죄자 연령,명,296,266,386,453,421,480,583,651,676,863,977,1175,1307,1553
과실범죄,71세이상,범죄자 연령,명,65,78,128,142,106,187,226,248,284,333,357,469,464,562
과실범죄,미상,범죄자 연령,명,359,220,220,261,162,188,233,265,124,210,198,216,220,251
과실치사상,계,범죄자 연령,명,994,1002,1456,1527,1524,1596,1848,1744,1972,2182,2337,2666,2884,3216
과실치사상,소년,범죄자 연령,명,36,43,61,77,68,70,47,41,66,54,70,70,69,58
과실치사상,14세미만,범죄자 연령,명,2,4,1,3,4,-,6,1,-,2,1,,,
과실치사상,14세,범죄자 연령,명,13,6,4,10,9,5,9,7,5,-,7,6,13,5
과실치사상,15세,범죄자 연령,명,4,7,4,9,19,16,5,7,14,12,18,15,6,12
과실치사상,16세,범죄자 연령,명,4,5,10,13,6,14,6,2,12,16,12,13,13,15
과실치사상,17세,범죄자 연령,명,6,6,16,18,8,20,11,14,17,8,12,15,13,8
과실치사상,18세,범죄자 연령,명,1,8,7,24,22,15,10,10,18,16,20,21,24,18
과실치사상,19세,범죄자 연령,명,6,7,19,,,,,,,,,,,
과실치사상,성인,범죄자 연령,명,916,923,1347,1417,1435,1496,1754,1659,1874,2067,2213,2534,2746,3092
과실치사상,19세,범죄자 연령,명,,,,19,15,17,17,20,17,21,29,38,29,41
과실치사상,20세,범죄자 연령,명,7,5,12,12,14,27,24,16,11,16,24,29,31,25
과실치사상,21세,범죄자 연령,명,9,3,13,10,16,11,22,22,16,12,29,40,23,30
과실치사상,22세,범죄자 연령,명,14,11,10,24,18,11,25,21,23,31,44,39,47,48
과실치사상,23세,범죄자 연령,명,19,15,20,14,17,21,23,21,27,31,30,30,41,37
과실치사상,24세,범죄자 연령,명,24,15,20,18,26,18,18,24,19,32,40,33,47,51
과실치사상,25세,범죄자 연령,명,13,14,25,21,20,22,24,26,26,31,24,32,51,54
과실치사상,26~30세,범죄자 연령,명,79,93,140,162,141,149,155,141,159,145,150,162,186,200
과실치사상,31~35세,범죄자 연령,명,75,81,116,114,119,129,152,129,138,168,157,181,164,184
과실치사상,36~40세,범죄자 연령,명,118,137,166,173,169,129,170,133,162,174,158,203,208,246
과실치사상,41~45세,범죄자 연령,명,,,,,,,,,252,225,202,263,255,274
과실치사상,46~50세,범죄자 연령,명,,,,,,,,,276,268,293,286,326,384
과실치사상,41~50세,범죄자 연령,명,310,294,436,443,433,394,450,425,,,,,,
과실치사상,51~55세,범죄자 연령,명,,,,,,,,,278,319,381,330,355,366
과실치사상,56~60세,범죄자 연령,명,,,,,,,,,217,246,251,334,380,399
과실치사상,51~60세,범죄자 연령,명,157,152,240,272,289,386,415,425,,,,,,
과실치사상,61~70세,범죄자 연령,명,69,79,111,101,116,117,180,167,150,231,249,354,404,490
과실치사상,71세이상,범죄자 연령,명,22,24,38,34,42,65,79,89,103,117,152,180,199,263
과실치사상,미상,범죄자 연령,명,42,36,48,33,21,30,47,44,32,61,54,62,69,66
업무상과실치사상,계,범죄자 연령,명,3677,3177,3601,3898,3808,3502,4645,4804,4738,4975,5160,5441,5588,5845
업무상과실치사상,소년,범죄자 연령,명,10,6,9,10,4,1,8,13,9,5,7,9,7,4
업무상과실치사상,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,3,-,-,-,,,
업무상과실치사상,14세,범죄자 연령,명,-,-,1,3,-,-,-,-,-,-,-,,-,-
업무상과실치사상,15세,범죄자 연령,명,1,1,-,-,-,-,1,-,-,1,-,,1,-
업무상과실치사상,16세,범죄자 연령,명,-,1,1,1,1,-,4,1,1,2,1,1,-,1
업무상과실치사상,17세,범죄자 연령,명,-,-,1,1,1,-,-,2,4,-,1,3,4,1
업무상과실치사상,18세,범죄자 연령,명,3,-,2,5,2,1,3,7,4,2,5,5,2,2
업무상과실치사상,19세,범죄자 연령,명,6,4,4,,,,,,,,,,,
업무상과실치사상,성인,범죄자 연령,명,3422,3038,3454,3721,3699,3375,4470,4592,4639,4842,5014,5283,5434,5662
업무상과실치사상,19세,범죄자 연령,명,,,,1,2,3,8,4,9,5,8,5,4,8
업무상과실치사상,20세,범죄자 연령,명,6,4,2,5,1,2,3,5,6,8,7,9,9,2
업무상과실치사상,21세,범죄자 연령,명,2,4,6,4,9,7,9,10,5,10,6,16,11,16
업무상과실치사상,22세,범죄자 연령,명,10,7,6,7,6,6,10,9,13,9,15,17,18,8
업무상과실치사상,23세,범죄자 연령,명,9,17,11,12,5,5,14,18,21,21,14,16,16,21
업무상과실치사상,24세,범죄자 연령,명,18,11,19,12,13,7,17,16,20,24,22,16,31,23
업무상과실치사상,25세,범죄자 연령,명,21,22,20,23,20,11,21,24,21,28,26,37,38,34
업무상과실치사상,26~30세,범죄자 연령,명,212,157,172,223,183,160,195,208,193,188,167,172,221,231
업무상과실치사상,31~35세,범죄자 연령,명,390,329,370,335,286,266,380,374,367,347,333,338,308,286
업무상과실치사상,36~40세,범죄자 연령,명,644,592,624,638,612,456,605,610,508,580,501,492,520,631
업무상과실치사상,41~45세,범죄자 연령,명,,,,,,,,,832,788,782,770,722,691
업무상과실치사상,46~50세,범죄자 연령,명,,,,,,,,,814,874,955,1052,966,937
업무상과실치사상,41~50세,범죄자 연령,명,1349,1242,1396,1376,1458,1305,1698,1680,,,,,,
업무상과실치사상,51~55세,범죄자 연령,명,,,,,,,,,882,883,933,977,1074,1037
업무상과실치사상,56~60세,범죄자 연령,명,,,,,,,,,542,599,679,744,797,872
업무상과실치사상,51~60세,범죄자 연령,명,613,535,632,833,870,892,1177,1263,,,,,,
업무상과실치사상,61~70세,범죄자 연령,명,133,105,166,219,204,215,284,310,353,393,497,534,609,758
업무상과실치사상,71세이상,범죄자 연령,명,15,13,30,33,30,40,49,61,53,85,69,88,90,107
업무상과실치사상,미상,범죄자 연령,명,245,133,138,167,105,126,167,199,90,128,139,149,147,179
실화,계,범죄자 연령,명,1094,1057,1246,1372,1190,1420,1549,1591,1661,1805,1861,2077,2016,2108
실화,소년,범죄자 연령,명,37,60,92,87,74,87,87,72,70,52,70,73,81,69
실화,14세미만,범죄자 연령,명,5,2,4,4,2,1,5,-,1,-,-,,,
실화,14세,범죄자 연령,명,3,22,30,30,16,15,18,16,10,-,16,19,18,20
실화,15세,범죄자 연령,명,8,11,25,28,24,24,27,18,30,19,18,11,17,16
실화,16세,범죄자 연령,명,6,7,10,16,20,30,11,19,8,11,15,11,16,17
실화,17세,범죄자 연령,명,3,10,12,6,8,12,15,10,8,10,8,22,14,11
실화,18세,범죄자 연령,명,9,4,8,3,4,5,11,9,13,12,13,10,16,5
실화,19세,범죄자 연령,명,3,4,3,,,,,,,,,,,
실화,성인,범죄자 연령,명,985,946,1120,1224,1080,1301,1443,1497,1589,1732,1786,1999,1931,2033
실화,19세,범죄자 연령,명,,,,4,6,12,11,15,13,11,10,11,16,18
실화,20세,범죄자 연령,명,8,7,6,6,4,6,11,15,10,7,18,17,19,16
실화,21세,범죄자 연령,명,6,4,2,4,3,6,14,13,16,8,12,12,12,18
실화,22세,범죄자 연령,명,5,8,9,11,5,6,6,10,10,12,12,12,21,19
실화,23세,범죄자 연령,명,5,8,10,8,7,6,15,21,14,23,16,29,21,24
실화,24세,범죄자 연령,명,10,13,11,7,8,9,7,12,22,13,18,26,21,35
실화,25세,범죄자 연령,명,17,14,12,6,16,15,10,10,12,15,17,21,19,33
실화,26~30세,범죄자 연령,명,60,68,77,74,57,71,79,95,82,91,76,107,106,117
실화,31~35세,범죄자 연령,명,102,79,85,99,80,91,106,99,125,122,120,120,125,100
실화,36~40세,범죄자 연령,명,159,133,150,177,146,120,139,137,146,140,145,153,155,161
실화,41~45세,범죄자 연령,명,,,,,,,,,192,195,222,204,157,178
실화,46~50세,범죄자 연령,명,,,,,,,,,224,261,229,255,263,267
실화,41~50세,범죄자 연령,명,322,324,367,361,375,377,428,415,,,,,,
실화,51~55세,범죄자 연령,명,,,,,,,,,234,279,281,279,268,251
실화,56~60세,범죄자 연령,명,,,,,,,,,188,185,243,265,259,299
실화,51~60세,범죄자 연령,명,169,165,222,259,238,352,400,383,,,,,,
실화,61~70세,범죄자 연령,명,94,82,109,133,101,148,119,174,173,239,231,287,294,305
실화,71세이상,범죄자 연령,명,28,41,60,75,34,82,98,98,128,131,136,201,175,192
실화,미상,범죄자 연령,명,72,51,34,61,36,32,19,22,2,21,5,5,4,6
기타형법범죄,계,범죄자 연령,명,60450,63689,80575,86953,72971,73994,98897,100563,112469,118834,122536,115810,121287,125488
기타형법범죄,소년,범죄자 연령,명,374,512,904,733,870,875,1659,1702,2281,2616,2736,2581,2563,2728
기타형법범죄,14세미만,범죄자 연령,명,2,6,7,15,5,12,13,20,10,9,25,4,,
기타형법범죄,14세,범죄자 연령,명,20,33,65,80,46,31,186,172,250,1,229,184,275,351
기타형법범죄,15세,범죄자 연령,명,38,55,103,87,147,123,268,254,329,442,380,325,417,453
기타형법범죄,16세,범죄자 연령,명,55,76,133,162,176,223,357,326,385,565,506,513,474,519
기타형법범죄,17세,범죄자 연령,명,77,92,168,178,202,220,400,409,567,691,707,639,641,565
기타형법범죄,18세,범죄자 연령,명,65,118,206,211,294,266,435,521,740,908,889,916,756,840
기타형법범죄,19세,범죄자 연령,명,117,132,222,,,,,,,,,,,
기타형법범죄,성인,범죄자 연령,명,50504,55901,71372,77436,69509,69251,91670,93265,106802,108702,111964,106252,110176,117421
기타형법범죄,19세,범죄자 연령,명,,,,261,286,348,448,559,889,1145,1076,1037,901,1042
기타형법범죄,20세,범죄자 연령,명,116,122,192,265,245,267,442,435,693,910,935,966,852,973
기타형법범죄,21세,범죄자 연령,명,145,188,230,274,258,283,466,546,762,842,907,983,886,1004
기타형법범죄,22세,범죄자 연령,명,259,323,358,383,369,337,512,632,909,1056,1114,1056,1131,1167
기타형법범죄,23세,범죄자 연령,명,376,435,531,508,473,386,628,632,936,1194,1275,1218,1205,1265
기타형법범죄,24세,범죄자 연령,명,454,562,646,624,532,438,663,746,900,1171,1233,1296,1261,1419
기타형법범죄,25세,범죄자 연령,명,496,660,884,843,670,562,801,724,903,1132,1238,1323,1327,1426
기타형법범죄,26~30세,범죄자 연령,명,3196,3906,5545,5540,4729,4233,5449,5254,5809,6121,6221,6131,6363,7156
기타형법범죄,31~35세,범죄자 연령,명,5283,5682,6844,6885,5821,5512,7461,7749,9479,9392,8979,8112,7874,7590
기타형법범죄,36~40세,범죄자 연령,명,7824,8563,10653,11014,9237,7854,9768,9840,10900,10324,10661,10158,10654,11156
기타형법범죄,41~45세,범죄자 연령,명,,,,,,,,,15663,15000,14225,12464,12294,12464
기타형법범죄,46~50세,범죄자 연령,명,,,,,,,,,17080,17190,17323,15836,16085,16565
기타형법범죄,41~50세,범죄자 연령,명,17866,20106,25792,27783,24499,23551,30024,29888,,,,,,
기타형법범죄,51~55세,범죄자 연령,명,,,,,,,,,17479,17262,17625,15967,16202,16690
기타형법범죄,56~60세,범죄자 연령,명,,,,,,,,,11613,12194,13672,13934,15125,16484
기타형법범죄,51~60세,범죄자 연령,명,9326,10214,13366,16000,15340,17626,24123,25202,,,,,,
기타형법범죄,61~70세,범죄자 연령,명,4115,4008,4930,5479,5351,6021,8171,8217,9397,10119,11431,12026,13456,15814
기타형법범죄,71세이상,범죄자 연령,명,1048,1132,1401,1577,1699,1833,2714,2841,3390,3650,4049,3745,4560,5206
기타형법범죄,미상,범죄자 연령,명,9572,7276,8299,8784,2592,3868,5568,5596,3386,7516,7836,6977,8548,5339
명예,계,범죄자 연령,명,11255,10755,15209,17146,16377,18018,25436,27423,32302,36983,36646,32511,35311,37143
명예,소년,범죄자 연령,명,52,81,169,164,276,252,655,737,1352,1669,1629,1517,1407,1393
명예,14세미만,범죄자 연령,명,-,1,4,8,5,8,9,17,9,6,23,2,,
명예,14세,범죄자 연령,명,2,7,12,27,14,7,84,79,156,1,151,104,113,172
명예,15세,범죄자 연령,명,11,12,19,20,57,22,128,95,211,306,234,182,232,215
명예,16세,범죄자 연령,명,15,14,29,27,50,66,141,161,215,340,297,322,268,253
명예,17세,범죄자 연령,명,8,20,21,35,56,71,145,174,344,453,405,371,383,308
명예,18세,범죄자 연령,명,5,18,38,47,94,78,148,211,417,563,519,536,411,445
명예,19세,범죄자 연령,명,11,9,46,,,,,,,,,,,
명예,성인,범죄자 연령,명,9165,9468,13682,15556,15004,16776,23214,24436,28902,31947,30586,28046,29874,32582
명예,19세,범죄자 연령,명,,,,58,113,96,130,243,494,636,552,624,463,495
명예,20세,범죄자 연령,명,15,11,30,38,63,60,146,179,345,533,474,517,429,452
명예,21세,범죄자 연령,명,8,16,34,42,61,69,128,165,351,423,402,449,439,441
명예,22세,범죄자 연령,명,18,27,55,51,73,76,108,192,384,505,518,459,489,491
명예,23세,범죄자 연령,명,37,34,53,71,113,78,138,207,372,582,571,524,552,513
명예,24세,범죄자 연령,명,35,43,79,93,108,95,143,199,339,535,514,554,474,537
명예,25세,범죄자 연령,명,42,54,96,122,116,100,167,203,310,516,541,475,519,490
명예,26~30세,범죄자 연령,명,295,373,733,857,809,792,1126,1291,1613,2154,2125,1995,2266,2310
명예,31~35세,범죄자 연령,명,582,676,982,1130,1005,1093,1642,1679,2244,2774,2376,2004,2176,2229
명예,36~40세,범죄자 연령,명,1036,1046,1600,1896,1658,1549,2113,2292,2570,2753,2681,2391,2733,2872
명예,41~45세,범죄자 연령,명,,,,,,,,,3658,3777,3240,2819,2806,3159
명예,46~50세,범죄자 연령,명,,,,,,,,,4179,4177,3917,3406,3495,3981
명예,41~50세,범죄자 연령,명,3049,3232,4718,5096,4733,5209,7061,7021,,,,,,
명예,51~55세,범죄자 연령,명,,,,,,,,,4534,4413,4131,3588,3725,4054
명예,56~60세,범죄자 연령,명,,,,,,,,,3299,3450,3581,3512,3783,4272
명예,51~60세,범죄자 연령,명,2279,2239,3193,3846,3793,4735,6486,6861,,,,,,
명예,61~70세,범죄자 연령,명,1407,1302,1592,1695,1730,2106,2743,2798,3016,3316,3552,3500,3967,4585
명예,71세이상,범죄자 연령,명,362,415,517,561,629,718,1083,1106,1194,1403,1411,1229,1558,1701
명예,미상,범죄자 연령,명,2038,1206,1358,1426,1097,990,1567,2250,2048,3367,4431,2948,4030,3168
권리행사방해,계,범죄자 연령,명,5376,4642,4946,5729,4774,4019,5674,7056,6994,8475,10594,13256,14597,13428
권리행사방해,소년,범죄자 연령,명,7,7,21,17,33,20,96,82,47,50,70,109,117,147
권리행사방해,14세미만,범죄자 연령,명,-,-,-,-,-,-,1,-,-,-,-,1,,
권리행사방해,14세,범죄자 연령,명,-,1,3,1,1,2,14,17,14,-,8,9,27,22
권리행사방해,15세,범죄자 연령,명,2,-,4,2,9,3,15,22,10,12,10,23,26,33
권리행사방해,16세,범죄자 연령,명,2,-,2,6,12,5,31,15,11,13,17,29,19,33
권리행사방해,17세,범죄자 연령,명,-,2,3,6,2,4,25,18,7,17,20,32,30,37
권리행사방해,18세,범죄자 연령,명,1,2,4,2,9,6,10,10,5,8,15,15,15,22
권리행사방해,19세,범죄자 연령,명,2,2,5,,,,,,,,,,,
권리행사방해,성인,범죄자 연령,명,4850,4316,4592,5358,4629,3900,5406,6775,6849,8267,10308,12864,14155,13082
권리행사방해,19세,범죄자 연령,명,,,,3,4,2,5,6,6,7,9,13,16,27
권리행사방해,20세,범죄자 연령,명,3,1,4,4,3,2,10,6,10,9,14,17,45,50
권리행사방해,21세,범죄자 연령,명,4,4,11,8,5,6,9,7,11,22,28,38,50,68
권리행사방해,22세,범죄자 연령,명,8,8,9,11,10,11,21,20,18,41,34,68,86,72
권리행사방해,23세,범죄자 연령,명,9,17,12,15,6,10,17,11,15,35,52,83,115,84
권리행사방해,24세,범죄자 연령,명,20,17,24,29,20,12,29,29,24,52,54,129,118,118
권리행사방해,25세,범죄자 연령,명,26,30,22,42,33,20,37,37,27,42,64,128,143,127
권리행사방해,26~30세,범죄자 연령,명,212,196,258,283,220,205,261,380,385,420,567,675,798,820
권리행사방해,31~35세,범죄자 연령,명,456,386,395,430,349,290,407,658,661,916,1193,1395,1334,1096
권리행사방해,36~40세,범죄자 연령,명,769,588,609,715,624,428,518,789,755,1031,1374,1807,1937,1724
권리행사방해,41~45세,범죄자 연령,명,,,,,,,,,1070,1332,1582,1867,2112,1839
권리행사방해,46~50세,범죄자 연령,명,,,,,,,,,1125,1296,1629,1993,2240,2106
권리행사방해,41~50세,범죄자 연령,명,1798,1675,1704,1976,1633,1323,1782,2109,,,,,,
권리행사방해,51~55세,범죄자 연령,명,,,,,,,,,1150,1301,1530,1839,1977,1905
권리행사방해,56~60세,범죄자 연령,명,,,,,,,,,795,876,1104,1439,1616,1492
권리행사방해,51~60세,범죄자 연령,명,1040,960,1068,1270,1178,1091,1584,1960,,,,,,
권리행사방해,61~70세,범죄자 연령,명,396,336,381,451,418,378,554,604,610,694,825,1115,1288,1238
권리행사방해,71세이상,범죄자 연령,명,109,98,95,121,126,122,172,159,187,193,249,258,280,316
권리행사방해,미상,범죄자 연령,명,519,319,333,354,112,99,172,199,98,158,216,283,325,199
신용업무경매,계,범죄자 연령,명,15613,17988,22131,23933,20996,20367,28252,27320,28713,30360,31485,29309,30587,31547
신용업무경매,소년,범죄자 연령,명,25,49,107,76,64,92,144,129,123,138,122,137,181,214
신용업무경매,14세미만,범죄자 연령,명,-,3,1,1,-,3,1,1,-,-,-,,,
신용업무경매,14세,범죄자 연령,명,1,-,10,10,6,4,13,2,6,-,1,7,15,10
신용업무경매,15세,범죄자 연령,명,3,4,7,8,13,12,10,16,9,14,6,15,22,27
신용업무경매,16세,범죄자 연령,명,-,2,12,16,13,17,13,16,16,30,22,25,25,32
신용업무경매,17세,범죄자 연령,명,2,7,18,12,12,24,52,35,35,27,39,22,54,38
신용업무경매,18세,범죄자 연령,명,8,17,28,29,20,32,55,59,57,67,54,68,65,107
신용업무경매,19세,범죄자 연령,명,11,16,31,,,,,,,,,,,
신용업무경매,성인,범죄자 연령,명,14215,16928,21046,22837,20358,19693,26918,26234,28022,29441,30601,28263,29247,30530
신용업무경매,19세,범죄자 연령,명,,,,47,27,36,51,55,76,98,91,100,83,164
신용업무경매,20세,범죄자 연령,명,10,23,25,47,33,39,48,48,53,83,95,102,102,101
신용업무경매,21세,범죄자 연령,명,23,41,42,42,46,33,66,84,87,107,90,100,87,123
신용업무경매,22세,범죄자 연령,명,30,60,56,64,56,30,76,87,110,112,107,115,133,125
신용업무경매,23세,범죄자 연령,명,47,83,106,95,63,62,106,101,122,147,123,150,130,160
신용업무경매,24세,범죄자 연령,명,91,103,145,130,82,64,97,122,109,139,187,151,184,171
신용업무경매,25세,범죄자 연령,명,107,129,186,165,123,91,155,118,125,150,172,169,201,189
신용업무경매,26~30세,범죄자 연령,명,786,979,1294,1231,1068,888,1181,1093,1008,1018,1044,1047,1098,1182
신용업무경매,31~35세,범죄자 연령,명,1527,1740,1938,1897,1593,1488,1926,2016,2052,1993,1853,1758,1660,1516
신용업무경매,36~40세,범죄자 연령,명,2503,2847,3433,3482,2849,2306,2963,2841,2676,2601,2595,2349,2497,2612
신용업무경매,41~45세,범죄자 연령,명,,,,,,,,,4524,4439,4163,3351,3340,3284
신용업무경매,46~50세,범죄자 연령,명,,,,,,,,,5270,5583,5595,5022,4926,4891
신용업무경매,41~50세,범죄자 연령,명,5377,6508,8213,9059,8077,7499,9943,9358,,,,,,
신용업무경매,51~55세,범죄자 연령,명,,,,,,,,,5360,5649,5886,5219,5223,5188
신용업무경매,56~60세,범죄자 연령,명,,,,,,,,,3334,3822,4412,4360,4783,5031
신용업무경매,51~60세,범죄자 연령,명,2534,3153,3951,4865,4638,5295,7556,7644,,,,,,
신용업무경매,61~70세,범죄자 연령,명,945,995,1318,1397,1340,1481,2158,2073,2416,2681,3220,3433,3729,4539
신용업무경매,71세이상,범죄자 연령,명,235,267,339,316,363,381,592,594,700,819,968,837,1071,1254
신용업무경매,미상,범죄자 연령,명,1373,1011,978,1020,574,582,1190,957,568,781,762,909,1159,803
주거침입,계,범죄자 연령,명,3464,4017,5619,5874,5571,6020,7508,8188,8183,9467,10918,11045,12774,15425
주거침입,소년,범죄자 연령,명,64,94,180,154,198,248,300,297,296,307,416,435,506,682
주거침입,14세미만,범죄자 연령,명,-,1,-,1,-,-,1,1,-,-,2,1,,
주거침입,14세,범죄자 연령,명,11,17,24,29,14,14,45,49,55,-,56,54,102,136
주거침입,15세,범죄자 연령,명,10,14,41,32,48,58,72,66,60,81,88,68,109,157
주거침입,16세,범죄자 연령,명,6,16,33,33,45,83,82,73,64,91,98,71,111,145
주거침입,17세,범죄자 연령,명,10,10,34,28,42,40,53,50,59,64,76,111,79,115
주거침입,18세,범죄자 연령,명,11,22,24,31,49,53,47,58,58,71,96,130,105,129
주거침입,19세,범죄자 연령,명,16,14,24,,,,,,,,,,,
주거침입,성인,범죄자 연령,명,3263,3815,5287,5518,5283,5698,7053,7744,7772,8848,10370,10364,11967,14527
주거침입,19세,범죄자 연령,명,,,,38,38,48,62,58,49,96,133,87,126,145
주거침입,20세,범죄자 연령,명,10,11,30,34,33,44,46,35,42,80,130,110,100,141
주거침입,21세,범죄자 연령,명,18,20,24,28,39,28,29,60,55,67,109,124,118,138
주거침입,22세,범죄자 연령,명,38,37,44,52,41,41,61,76,73,90,123,137,134,213
주거침입,23세,범죄자 연령,명,41,53,72,71,57,63,78,67,70,109,148,166,188,184
주거침입,24세,범죄자 연령,명,39,52,74,64,69,65,78,97,97,100,129,161,168,229
주거침입,25세,범죄자 연령,명,49,67,99,94,76,73,99,77,86,93,126,190,179,250
주거침입,26~30세,범죄자 연령,명,300,319,581,528,477,426,559,560,522,577,699,778,851,1147
주거침입,31~35세,범죄자 연령,명,399,435,541,538,523,499,672,693,732,821,887,908,959,1096
주거침입,36~40세,범죄자 연령,명,495,575,792,766,688,652,765,769,797,773,1018,972,1162,1490
주거침입,41~45세,범죄자 연령,명,,,,,,,,,1098,1191,1286,1146,1246,1432
주거침입,46~50세,범죄자 연령,명,,,,,,,,,1166,1381,1537,1424,1652,1859
주거침입,41~50세,범죄자 연령,명,1158,1392,1836,1885,1763,1824,2183,2454,,,,,,
주거침입,51~55세,범죄자 연령,명,,,,,,,,,1287,1430,1535,1425,1652,1803
주거침입,56~60세,범죄자 연령,명,,,,,,,,,833,939,1173,1285,1486,1890
주거침입,51~60세,범죄자 연령,명,494,600,862,1006,1039,1361,1720,1972,,,,,,
주거침입,61~70세,범죄자 연령,명,190,212,264,317,340,436,526,608,639,790,966,1059,1441,1804
주거침입,71세이상,범죄자 연령,명,32,42,68,97,100,138,175,218,226,311,371,392,505,706
주거침입,미상,범죄자 연령,명,137,108,152,202,90,74,155,147,115,312,132,246,301,216
비밀침해,계,범죄자 연령,명,34,30,52,81,48,64,63,61,80,97,98,117,111,121
비밀침해,소년,범죄자 연령,명,2,-,-,-,-,-,-,-,-,1,-,1,-,-
비밀침해,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
비밀침해,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
비밀침해,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
비밀침해,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
비밀침해,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
비밀침해,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,1,-,1,-,-
비밀침해,19세,범죄자 연령,명,2,-,-,,,,,,,,,,,
비밀침해,성인,범죄자 연령,명,30,29,39,69,42,52,54,47,75,67,89,83,98,110
비밀침해,19세,범죄자 연령,명,,,,-,-,-,-,-,-,-,-,,1,-
비밀침해,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
비밀침해,21세,범죄자 연령,명,-,1,-,-,2,-,-,-,-,2,-,,-,-
비밀침해,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,1,1,2,,1,1
비밀침해,23세,범죄자 연령,명,-,-,-,1,1,-,-,-,-,1,-,1,-,1
비밀침해,24세,범죄자 연령,명,-,-,-,1,1,-,-,-,2,1,1,,1,2
비밀침해,25세,범죄자 연령,명,-,-,1,-,-,-,2,-,-,1,-,,1,-
비밀침해,26~30세,범죄자 연령,명,2,1,1,12,7,7,4,2,5,3,12,4,6,3
비밀침해,31~35세,범죄자 연령,명,4,2,5,9,1,7,2,1,9,7,11,8,5,8
비밀침해,36~40세,범죄자 연령,명,5,3,8,7,4,9,5,10,13,14,14,9,11,18
비밀침해,41~45세,범죄자 연령,명,,,,,,,,,13,9,13,16,17,14
비밀침해,46~50세,범죄자 연령,명,,,,,,,,,5,2,8,9,15,15
비밀침해,41~50세,범죄자 연령,명,10,10,15,20,11,14,19,15,,,,,,
비밀침해,51~55세,범죄자 연령,명,,,,,,,,,13,10,11,11,12,17
비밀침해,56~60세,범죄자 연령,명,,,,,,,,,8,8,7,12,15,15
비밀침해,51~60세,범죄자 연령,명,7,10,9,12,7,7,14,9,,,,,,
비밀침해,61~70세,범죄자 연령,명,1,2,-,6,4,5,7,4,5,5,7,8,10,12
비밀침해,71세이상,범죄자 연령,명,1,-,-,1,4,3,1,6,1,3,3,5,3,4
비밀침해,미상,범죄자 연령,명,2,1,13,12,6,12,9,14,5,29,9,33,13,11
유기,계,범죄자 연령,명,107,132,132,155,112,157,172,194,158,210,205,247,243,252
유기,소년,범죄자 연령,명,5,6,8,7,4,2,9,7,5,7,4,9,4,1
유기,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
유기,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
유기,15세,범죄자 연령,명,1,-,-,-,-,-,-,1,1,-,-,1,-,-
유기,16세,범죄자 연령,명,-,-,2,2,1,-,-,1,-,1,1,2,-,-
유기,17세,범죄자 연령,명,1,1,1,2,1,2,4,1,3,2,-,3,2,-
유기,18세,범죄자 연령,명,1,2,3,3,2,-,5,4,1,4,3,3,2,1
유기,19세,범죄자 연령,명,2,3,2,,,,,,,,,,,
유기,성인,범죄자 연령,명,85,119,115,132,98,151,161,180,153,197,201,231,233,249
유기,19세,범죄자 연령,명,,,,2,3,5,2,4,3,1,3,1,7,3
유기,20세,범죄자 연령,명,2,-,1,3,2,4,3,5,7,2,2,2,2,1
